Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-10-02 09:30:00-04:00,116.41999816894533,117.8000030517578,115.13999938964844,115.49199676513672,28448943,0.0,0.0
2024-10-02 09:45:00-04:00,115.5,117.1500015258789,115.44000244140624,117.12999725341795,12590701,0.0,0.0
2024-10-02 10:00:00-04:00,117.12999725341795,118.3499984741211,117.05999755859376,117.77970123291016,15392619,0.0,0.0
2024-10-02 10:15:00-04:00,117.7699966430664,118.75,117.63999938964844,118.25,10316886,0.0,0.0
2024-10-02 10:30:00-04:00,118.25,118.27999877929688,117.62999725341795,117.8000030517578,7457271,0.0,0.0
2024-10-02 10:45:00-04:00,117.79299926757812,118.38999938964844,117.68000030517578,118.00499725341795,6669416,0.0,0.0
2024-10-02 11:00:00-04:00,118.00499725341795,118.8498992919922,117.9499969482422,118.7699966430664,7727029,0.0,0.0
2024-10-02 11:15:00-04:00,118.95680236816406,119.23999786376952,118.73999786376952,118.872802734375,8290352,0.0,0.0
2024-10-02 11:30:00-04:00,118.87999725341795,119.29000091552734,118.74500274658205,118.9801025390625,5985900,0.0,0.0
2024-10-02 11:45:00-04:00,118.98999786376952,119.1999969482422,118.56999969482422,118.88009643554688,5665212,0.0,0.0
2024-10-02 12:00:00-04:00,118.88999938964844,119.12999725341795,118.7699966430664,119.0,7365021,0.0,0.0
2024-10-02 12:15:00-04:00,119.0,119.11000061035156,118.66000366210938,118.98500061035156,4311709,0.0,0.0
2024-10-02 12:30:00-04:00,118.98999786376952,118.98999786376952,118.6500015258789,118.6750030517578,3357905,0.0,0.0
2024-10-02 12:45:00-04:00,118.66999816894533,118.75,117.93000030517578,117.95500183105467,5620234,0.0,0.0
2024-10-02 13:00:00-04:00,117.95999908447266,118.23999786376952,117.83999633789062,118.12889862060548,4629996,0.0,0.0
2024-10-02 13:15:00-04:00,118.11000061035156,118.48999786376952,117.97000122070312,118.37920379638672,3865486,0.0,0.0
2024-10-02 13:30:00-04:00,118.36000061035156,118.38999938964844,117.76000213623048,118.0959014892578,5044908,0.0,0.0
2024-10-02 13:45:00-04:00,118.0749969482422,118.58090209960938,118.0500030517578,118.56990051269533,4083836,0.0,0.0
2024-10-02 14:00:00-04:00,118.56990051269533,118.70999908447266,118.45999908447266,118.48919677734376,3981522,0.0,0.0
2024-10-02 14:15:00-04:00,118.48999786376952,118.88999938964844,118.33000183105467,118.62999725341795,4492259,0.0,0.0
2024-10-02 14:30:00-04:00,118.62999725341795,118.86000061035156,118.4800033569336,118.84500122070312,3560396,0.0,0.0
2024-10-02 14:45:00-04:00,118.8499984741211,118.86000061035156,118.63999938964844,118.77069854736328,4998302,0.0,0.0
2024-10-02 15:00:00-04:00,118.7750015258789,119.16000366210938,118.61000061035156,119.02030181884766,5384108,0.0,0.0
2024-10-02 15:15:00-04:00,119.0199966430664,119.1500015258789,118.9499969482422,119.04000091552734,3897774,0.0,0.0
2024-10-02 15:30:00-04:00,119.0500030517578,119.30500030517578,118.93000030517578,119.27010345458984,6347521,0.0,0.0
2024-10-02 15:45:00-04:00,119.2750015258789,119.37999725341795,118.76000213623048,118.83989715576172,10274979,0.0,0.0
2024-10-03 09:30:00-04:00,120.91999816894533,122.6500015258789,120.34010314941406,122.51000213623048,38336689,0.0,0.0
2024-10-03 09:45:00-04:00,122.51000213623048,123.68000030517578,122.5,123.36000061035156,22526360,0.0,0.0
2024-10-03 10:00:00-04:00,123.33000183105467,124.36000061035156,122.6500015258789,123.11900329589844,25597822,0.0,0.0
2024-10-03 10:15:00-04:00,123.12000274658205,123.52989959716795,122.22000122070312,122.26000213623048,18157283,0.0,0.0
2024-10-03 10:30:00-04:00,122.26000213623048,123.02999877929688,121.77999877929688,122.3499984741211,14980357,0.0,0.0
2024-10-03 10:45:00-04:00,122.36000061035156,123.16000366210938,122.21009826660156,122.3499984741211,11221859,0.0,0.0
2024-10-03 11:00:00-04:00,122.36000061035156,122.70500183105467,121.95999908447266,122.37999725341795,8266292,0.0,0.0
2024-10-03 11:15:00-04:00,122.37909698486328,122.87000274658205,122.27999877929688,122.7249984741211,6718264,0.0,0.0
2024-10-03 11:30:00-04:00,122.72000122070312,123.16000366210938,122.6968002319336,123.15570068359376,8000389,0.0,0.0
2024-10-03 11:45:00-04:00,123.15499877929688,123.33000183105467,122.91999816894533,123.05999755859376,6398314,0.0,0.0
2024-10-03 12:00:00-04:00,123.06500244140624,123.16999816894533,122.76000213623048,122.9800033569336,5723784,0.0,0.0
2024-10-03 12:15:00-04:00,122.9749984741211,123.1500015258789,122.78500366210938,123.04000091552734,4771127,0.0,0.0
2024-10-03 12:30:00-04:00,123.0500030517578,123.06999969482422,122.3000030517578,122.51000213623048,6104519,0.0,0.0
2024-10-03 12:45:00-04:00,122.50499725341795,122.5500030517578,121.73999786376952,121.95989990234376,8050360,0.0,0.0
2024-10-03 13:00:00-04:00,121.95500183105467,122.29499816894533,121.45999908447266,122.12000274658205,7046362,0.0,0.0
2024-10-03 13:15:00-04:00,122.125,123.0,122.05999755859376,122.6999969482422,7855164,0.0,0.0
2024-10-03 13:30:00-04:00,122.6999969482422,122.94000244140624,122.38200378417967,122.8000030517578,5214700,0.0,0.0
2024-10-03 13:45:00-04:00,122.80999755859376,122.98999786376952,122.62999725341795,122.9499969482422,4510304,0.0,0.0
2024-10-03 14:00:00-04:00,122.95500183105467,123.1999969482422,122.81999969482422,122.96499633789062,5722380,0.0,0.0
2024-10-03 14:15:00-04:00,122.96499633789062,123.06999969482422,122.58219909667967,122.74500274658205,4655398,0.0,0.0
2024-10-03 14:30:00-04:00,122.74500274658205,122.87989807128906,122.5500030517578,122.71990203857422,4336200,0.0,0.0
2024-10-03 14:45:00-04:00,122.71499633789062,122.83000183105467,122.4499969482422,122.5342025756836,4262535,0.0,0.0
2024-10-03 15:00:00-04:00,122.53500366210938,122.56999969482422,122.1125030517578,122.34089660644533,5294560,0.0,0.0
2024-10-03 15:15:00-04:00,122.34500122070312,122.56999969482422,122.16000366210938,122.1604995727539,4198399,0.0,0.0
2024-10-03 15:30:00-04:00,122.16999816894533,122.5999984741211,122.15499877929688,122.38050079345705,5286467,0.0,0.0
2024-10-03 15:45:00-04:00,122.38500213623048,123.0,122.37000274658205,122.83999633789062,12940432,0.0,0.0
2024-10-04 09:30:00-04:00,124.80889892578124,124.83000183105467,123.6999969482422,124.02999877929688,36428406,0.0,0.0
2024-10-04 09:45:00-04:00,124.02999877929688,124.37000274658205,122.58999633789062,122.97000122070312,16392515,0.0,0.0
2024-10-04 10:00:00-04:00,122.97000122070312,123.37000274658205,121.9000015258789,122.77999877929688,16868394,0.0,0.0
2024-10-04 10:15:00-04:00,122.7510986328125,123.1999969482422,122.3000030517578,122.5199966430664,10684057,0.0,0.0
2024-10-04 10:30:00-04:00,122.52999877929688,123.4000015258789,122.3550033569336,123.38999938964844,9019842,0.0,0.0
